0.20402	1024
0.40822	2048
0.612592	3072
0.816964	4096
1.01714	5120
1.02134	6144
1.22134	7168
1.22553	8192
1.22588	9216
1.42571	10240
1.42973	11264
1.43008	12288
1.43042	13312
1.62991	14336
1.63025	15360
1.63411	16384
1.63445	17408
1.6348	18432
1.63514	19456
1.83411	20480
1.83445	21504
1.8348	22528
1.8383	23552
1.83865	24576
1.83899	25600
1.83934	26624
1.83968	27648
1.84003	28672
2.0383	29696
2.03865	30720
2.03899	31744
2.03934	32768
2.03968	33792
2.04268	34816
2.04302	35840
2.04337	36864
2.04371	37888
2.04406	38912
2.0444	39936
2.04475	40960
2.04509	41984
2.04544	43008
2.24268	44032
2.24302	45056
2.24337	46080
2.24371	47104
2.24406	48128
2.2444	49152
2.24475	50176
2.24768	51200
2.24802	52224
2.24837	53248
2.24871	54272
2.24906	55296
2.2494	56320
2.24975	57344
2.25009	58368
2.25044	59392
2.25078	60416
2.25113	61440
2.25147	62464
2.25182	63488
2.25216	64512
2.44705	65536
2.44739	66560
2.44774	67584
2.44808	68608
2.44843	69632
2.44877	70656
2.44912	71680
2.44946	72704
2.44981	73728
2.45015	74752
2.45412	75776
2.45446	76800
2.45481	77824
2.45515	78848
2.4555	79872
2.45584	80896
2.45619	81920
2.45653	82944
2.45688	83968
2.45722	84992
2.45757	86016
2.45791	87040
2.45826	88064
2.4586	89088
2.45895	90112
2.45929	91136
2.45964	92160
2.45998	93184
2.46033	94208
2.46067	95232
2.46102	96256
2.65125	97280
2.65159	98304
2.65194	99328
2.65228	100352
2.65263	101376
2.65297	102400
2.65332	103424
2.65366	104448
2.65401	105472
2.65435	106496
2.6547	107520
2.65504	108544
2.65539	109568
2.65573	110592
2.65608	111616
2.6616	112640
2.66194	113664
2.66229	114688
2.66263	115712
2.66298	116736
2.66332	117760
2.66367	118784
2.66401	119808
2.66436	120832
2.6647	121856
2.66505	122880
2.66539	123904
2.66574	124928
2.66608	125952
2.66643	126976
2.66677	128000
2.66712	129024
2.66746	130048
2.66781	131072
2.66815	132096
2.6685	133120
2.66884	134144
2.66919	135168
2.66953	136192
2.66988	137216
2.67022	138240
2.67057	139264
2.67091	140288
2.67125	141312
2.6716	142336
2.67194	143360
2.67229	144384
2.85562	145408
2.85596	146432
2.85631	147456
2.85665	148480
2.857	149504
2.85734	150528
2.85769	151552
2.85803	152576
2.85838	153600
2.85872	154624
2.85907	155648
2.85941	156672
2.85976	157696
2.8601	158720
2.86045	159744
2.86079	160768
2.86114	161792
2.86148	162816
2.86183	163840
2.86217	164864
2.86252	165888
2.86286	166912
2.87097	167936
2.87131	168960
2.87166	169984
2.872	171008
2.87235	172032
2.87269	173056
2.87304	174080
2.87338	175104
2.87373	176128
2.87407	177152
2.87442	178176
2.87476	179200
2.87511	180224
2.87545	181248
2.8758	182272
2.87614	183296
2.87649	184320
2.87683	185344
2.87718	186368
2.87752	187392
2.87787	188416
2.87821	189440
2.87856	190464
2.8789	191488
2.87925	192512
2.87959	193536
2.87994	194560
2.88028	195584
2.88063	196608
2.88097	197632
2.88132	198656
2.88166	199680
2.88201	200704
2.88235	201728
2.8827	202752
2.88304	203776
2.88339	204800
2.88373	205824
2.88408	206848
2.88442	207872
2.88477	208896
2.88511	209920
3.06	210944
3.06034	211968
3.06069	212992
3.06103	214016
3.06138	215040
3.06172	216064
3.06207	217088
3.06241	218112
3.06276	219136
3.0631	220160
3.06345	221184
3.06379	222208
3.06414	223232
3.06448	224256
3.06483	225280
3.06517	226304
3.06552	227328
3.06586	228352
3.06621	229376
3.06655	230400
3.0669	231424
3.06724	232448
3.07535	233472
3.07569	234496
3.07604	235520
3.07638	236544
3.07673	237568
3.07707	238592
3.07742	239616
3.07776	240640
3.07811	241664
3.07845	242688
3.0788	243712
3.07914	244736
3.07949	245760
3.07983	246784
3.08018	247808
3.08052	248832
3.08087	249856
3.08121	250880
3.08156	251904
3.0819	252928
3.08225	253952
3.08259	254976
3.08294	256000
3.08328	257024
3.08363	258048
3.08397	259072
3.08432	260096
3.08466	261120
3.08501	262144
3.08535	263168
3.0857	264192
3.08604	265216
3.08639	266240
3.08673	267264
3.08708	268288
3.08742	269312
3.08777	270336
3.08811	271360
3.08846	272384
3.0888	273408
3.08915	274432
3.08949	275456
3.26437	276480
3.26472	277504
3.26506	278528
3.26541	279552
3.26576	280576
3.2661	281600
3.26645	282624
3.26679	283648
3.26714	284672
3.26748	285696
3.26783	286720
3.26817	287744
3.26852	288768
3.26886	289792
3.26921	290816
3.26955	291840
3.2699	292864
3.27024	293888
3.27059	294912
3.27093	295936
3.27128	296960
3.27162	297984
3.27973	299008
3.28007	300032
3.28042	301056
3.28076	302080
3.28111	303104
3.28145	304128
3.2818	305152
3.28214	306176
3.28249	307200
3.28283	308224
3.28318	309248
3.28352	310272
3.28387	311296
3.28421	312320
3.28456	313344
3.2849	314368
3.28525	315392
3.28559	316416
3.28594	317440
3.28628	318464
3.28663	319488
3.28697	320512
3.28732	321536
3.28766	322560
3.28801	323584
3.28835	324608
3.2887	325632
3.28904	326656
3.28939	327680
3.28973	328704
3.29008	329728
3.29042	330752
3.29077	331776
3.29111	332800
3.29146	333824
3.2918	334848
3.29215	335872
3.29249	336896
3.29284	337920
3.29318	338944
3.29353	339968
3.29387	340992
3.46874	342016
3.46909	343040
3.46943	344064
3.46978	345088
3.47013	346112
3.47047	347136
3.47083	348160
3.47117	349184
3.47152	350208
3.47186	351232
3.47221	352256
3.47255	353280
3.47289	354304
3.47324	355328
3.47359	356352
3.47393	357376
3.47428	358400
3.47462	359424
3.47497	360448
3.47531	361472
3.47566	362496
3.476	363520
3.4841	364544
3.48445	365568
3.48479	366592
3.48514	367616
3.48548	368640
3.48583	369664
3.48618	370688
3.48652	371712
3.48687	372736
3.48721	373760
3.48756	374784
3.4879	375808
3.48825	376832
3.48859	377856
3.48894	378880
3.48928	379904
3.48963	380928
3.48997	381952
3.49032	382976
3.49066	384000
3.49101	385024
3.49135	386048
3.4917	387072
3.49204	388096
3.49239	389120
3.49273	390144
3.49308	391168
3.49342	392192
3.49377	393216
3.49411	394240
3.49446	395264
3.4948	396288
3.49515	397312
3.49549	398336
3.49584	399360
3.49618	400384
3.49653	401408
3.49687	402432
3.49722	403456
3.49756	404480
3.49791	405504
3.49825	406528
3.67312	407552
3.67346	408576
3.67381	409600
3.67416	410624
3.6745	411648
3.67485	412672
3.6752	413696
3.67554	414720
3.67589	415744
3.67624	416768
3.67658	417792
3.67693	418816
3.67727	419840
3.67762	420864
3.67796	421888
3.67831	422912
3.67866	423936
3.679	424960
3.67935	425984
3.67969	427008
3.68004	428032
3.68038	429056
3.68848	430080
3.68882	431104
3.68917	432128
3.68952	433152
3.68986	434176
3.69021	435200
3.69055	436224
3.6909	437248
3.69125	438272
3.69159	439296
3.69194	440320
3.69228	441344
3.69263	442368
3.69297	443392
3.69332	444416
3.69366	445440
3.69401	446464
3.69435	447488
3.6947	448512
3.69504	449536
3.69539	450560
3.69573	451584
3.69608	452608
3.69642	453632
3.69677	454656
3.69711	455680
3.69746	456704
3.6978	457728
3.69815	458752
3.69849	459776
3.69884	460800
3.69918	461824
3.69953	462848
3.69987	463872
3.70022	464896
3.70056	465920
3.70091	466944
3.70125	467968
3.7016	468992
3.70194	470016
3.70229	471040
3.70263	472064
3.87749	473088
3.87784	474112
3.87818	475136
3.87853	476160
3.87888	477184
3.87922	478208
3.87957	479232
3.87992	480256
3.88026	481280
3.88061	482304
3.88096	483328
3.8813	484352
3.88165	485376
3.882	486400
3.88234	487424
3.88269	488448
3.88303	489472
3.88338	490496
3.88372	491520
3.88407	492544
3.88442	493568
3.88476	494592
3.89285	495616
3.8932	496640
3.89354	497664
3.89389	498688
3.89424	499712
3.89458	500736
3.89493	501760
3.89528	502784
3.89562	503808
3.89597	504832
3.89631	505856
3.89666	506880
3.89701	507904
3.89735	508928
3.8977	509952
3.89804	510976
3.89839	512000
3.89873	513024
3.89908	514048
3.89942	515072
3.89977	516096
3.90011	517120
3.90046	518144
3.9008	519168
3.90115	520192
3.90149	521216
3.90184	522240
3.90218	523264
3.90253	524288
3.90287	525312
3.90322	526336
3.90356	527360
3.90391	528384
3.90425	529408
3.9046	530432
3.90494	531456
3.90529	532480
3.90563	533504
3.90598	534528
3.90632	535552
3.90667	536576
3.90701	537600
4.08187	538624
4.08221	539648
4.08256	540672
4.08291	541696
4.08325	542720
4.0836	543744
4.08395	544768
4.08429	545792
4.08464	546816
4.08499	547840
4.08533	548864
4.08568	549888
4.08603	550912
4.08637	551936
4.08672	552960
4.08707	553984
4.08741	555008
4.08776	556032
4.0881	557056
4.08845	558080
4.08879	559104
4.08914	560128
4.09723	561152
4.09757	562176
4.09792	563200
4.09827	564224
4.09861	565248
4.09896	566272
4.09931	567296
4.09965	568320
4.1	569344
4.10035	570368
4.10069	571392
4.10104	572416
4.10138	573440
4.10173	574464
4.10208	575488
4.10242	576512
4.10277	577536
4.10311	578560
4.10346	579584
4.1038	580608
4.10415	581632
4.10449	582656
4.10484	583680
4.10518	584704
4.10553	585728
4.10587	586752
4.10622	587776
4.10656	588800
4.10691	589824
4.10725	590848
4.1076	591872
4.10794	592896
4.10829	593920
4.10863	594944
4.10898	595968
4.10932	596992
4.10967	598016
4.11001	599040
4.11036	600064
4.1107	601088
4.11105	602112
4.11139	603136
4.28624	604160
4.28659	605184
4.28693	606208
4.28728	607232
4.28763	608256
4.28797	609280
4.28832	610304
4.28867	611328
4.28901	612352
4.28936	613376
4.28971	614400
4.29005	615424
4.2904	616448
4.29075	617472
4.29109	618496
4.29144	619520
4.29179	620544
4.29213	621568
4.29248	622592
4.29283	623616
4.29317	624640
4.29352	625664
4.3016	626688
4.30195	627712
4.30229	628736
4.30264	629760
4.30299	630784
4.30333	631808
4.30368	632832
4.30403	633856
4.30437	634880
4.30472	635904
4.30507	636928
4.30541	637952
4.30576	638976
4.30611	640000
4.30645	641024
4.3068	642048
4.30714	643072
4.30749	644096
4.30784	645120
4.30818	646144
4.30853	647168
4.30887	648192
4.30922	649216
4.30956	650240
4.30991	651264
4.31025	652288
4.3106	653312
4.31094	654336
4.31129	655360
4.31163	656384
4.31198	657408
4.31232	658432
4.31267	659456
4.31301	660480
4.31336	661504
4.3137	662528
4.31405	663552
4.31439	664576
4.31473	665600
4.31508	666624
4.31542	667648
4.31577	668672
4.49061	669696
4.49096	670720
4.4913	671744
4.49165	672768
4.492	673792
4.49234	674816
4.4927	675840
4.49304	676864
4.49339	677888
4.49374	678912
4.49408	679936
4.49443	680960
4.49478	681984
4.49512	683008
4.49547	684032
4.49582	685056
4.49616	686080
4.49651	687104
4.49686	688128
4.4972	689152
4.49755	690176
4.4979	691200
4.50597	692224
4.50632	693248
4.50666	694272
4.50701	695296
4.50736	696320
4.5077	697344
4.50806	698368
4.5084	699392
4.50875	700416
4.5091	701440
4.50944	702464
4.50979	703488
4.51014	704512
4.51048	705536
4.51083	706560
4.51118	707584
4.51152	708608
4.51187	709632
4.51221	710656
4.51256	711680
4.5129	712704
4.51325	713728
4.51359	714752
4.51394	715776
4.51428	716800
4.51463	717824
4.51497	718848
4.51532	719872
4.51566	720896
4.51601	721920
4.51635	722944
4.5167	723968
4.51704	724992
4.51739	726016
4.51773	727040
4.51808	728064
4.51842	729088
4.51877	730112
4.51911	731136
4.51946	732160
4.5198	733184
4.52015	734208
4.69499	735232
4.69533	736256
4.69568	737280
4.69603	738304
4.69637	739328
4.69672	740352
4.69707	741376
4.69741	742400
4.69776	743424
4.69811	744448
4.69845	745472
4.6988	746496
4.69915	747520
4.6995	748544
4.69984	749568
4.70019	750592
4.70054	751616
4.70088	752640
4.70123	753664
4.70158	754688
4.70192	755712
4.70227	756736
4.71035	757760
4.71069	758784
4.71104	759808
4.71139	760832
4.71173	761856
4.71208	762880
4.71243	763904
4.71277	764928
4.71312	765952
4.71347	766976
4.71381	768000
4.71416	769024
4.71451	770048
4.71486	771072
4.7152	772096
4.71555	773120
4.7159	774144
4.71624	775168
4.71659	776192
4.71694	777216
4.71728	778240
4.71763	779264
4.71797	780288
4.71832	781312
4.71866	782336
4.71901	783360
4.71935	784384
4.7197	785408
4.72004	786432
4.72039	787456
4.72073	788480
4.72108	789504
4.72142	790528
4.72177	791552
4.72211	792576
4.72246	793600
4.7228	794624
4.72315	795648
4.72349	796672
4.72384	797696
4.72418	798720
4.72453	799744
4.89936	800768
4.89971	801792
4.90005	802816
4.9004	803840
4.90075	804864
4.90109	805888
4.90144	806912
4.90179	807936
4.90213	808960
4.90248	809984
4.90283	811008
4.90317	812032
4.90352	813056
4.90387	814080
4.90421	815104
4.90456	816128
4.90491	817152
4.90525	818176
4.9056	819200
4.90595	820224
4.90629	821248
4.90665	822272
4.91472	823296
4.91507	824320
4.91541	825344
4.91576	826368
4.91611	827392
4.91645	828416
4.9168	829440
