0.20403	1024
0.408401	2048
0.612937	3072
0.817481	4096
1.01765	5120
1.02185	6144
1.22185	7168
1.22605	8192
1.2264	9216
1.42622	10240
1.43077	11264
1.43111	12288
1.43146	13312
1.63042	14336
1.63077	15360
1.63566	16384
1.636	17408
1.63635	18432
1.63669	19456
1.83514	20480
1.83549	21504
1.83583	22528
1.84037	23552
1.84072	24576
1.84106	25600
1.84141	26624
1.84175	27648
1.8421	28672
2.03986	29696
2.0402	30720
2.04055	31744
2.04089	32768
2.04124	33792
2.04578	34816
2.04613	35840
2.04647	36864
2.04682	37888
2.04716	38912
2.04751	39936
2.04785	40960
2.0482	41984
2.04854	43008
2.24526	44032
2.24561	45056
2.24595	46080
2.2463	47104
2.24664	48128
2.24699	49152
2.24733	50176
2.25234	51200
2.25268	52224
2.25303	53248
2.25337	54272
2.25372	55296
2.25406	56320
2.2544	57344
2.25475	58368
2.25509	59392
2.25544	60416
2.25578	61440
2.25613	62464
2.25647	63488
2.25682	64512
2.45067	65536
2.45102	66560
2.45136	67584
2.45171	68608
2.45205	69632
2.45239	70656
2.45274	71680
2.45308	72704
2.45343	73728
2.45377	74752
2.46136	75776
2.46171	76800
2.46205	77824
2.4624	78848
2.46274	79872
2.46309	80896
2.46343	81920
2.46378	82944
2.46412	83968
2.46447	84992
2.46481	86016
2.46516	87040
2.4655	88064
2.46585	89088
2.46619	90112
2.46654	91136
2.46688	92160
2.46723	93184
2.46757	94208
2.46792	95232
2.46826	96256
2.65642	97280
2.65677	98304
2.65711	99328
2.65746	100352
2.6578	101376
2.65815	102400
2.65849	103424
2.65884	104448
2.65918	105472
2.65953	106496
2.65987	107520
2.66022	108544
2.66056	109568
2.66091	110592
2.66125	111616
2.67246	112640
2.67281	113664
2.67315	114688
2.6735	115712
2.67384	116736
2.67419	117760
2.67453	118784
2.67488	119808
2.67522	120832
2.67557	121856
2.67591	122880
2.67626	123904
2.6766	124928
2.67695	125952
2.67729	126976
2.67764	128000
2.67798	129024
2.67833	130048
2.67867	131072
2.67902	132096
2.67936	133120
2.67971	134144
2.68005	135168
2.6804	136192
2.68074	137216
2.68109	138240
2.68143	139264
2.68178	140288
2.68212	141312
2.68247	142336
2.68281	143360
2.68316	144384
2.86338	145408
2.86373	146432
2.86407	147456
2.86442	148480
2.86476	149504
2.86511	150528
2.86545	151552
2.8658	152576
2.86614	153600
2.86649	154624
2.86683	155648
2.86718	156672
2.86752	157696
2.86787	158720
2.86821	159744
2.86856	160768
2.8689	161792
2.86924	162816
2.86959	163840
2.86993	164864
2.87028	165888
2.87062	166912
2.88529	167936
2.88563	168960
2.88598	169984
2.88632	171008
2.88667	172032
2.88701	173056
2.88736	174080
2.8877	175104
2.88805	176128
2.88839	177152
2.88874	178176
2.88908	179200
2.88943	180224
2.88977	181248
2.89012	182272
2.89046	183296
2.8908	184320
2.89115	185344
2.89149	186368
2.89184	187392
2.89218	188416
2.89253	189440
2.89287	190464
2.89322	191488
2.89356	192512
2.89391	193536
2.89425	194560
2.8946	195584
2.89494	196608
2.89529	197632
2.89563	198656
2.89598	199680
2.89632	200704
2.89667	201728
2.89701	202752
2.89736	203776
2.8977	204800
2.89805	205824
2.89839	206848
2.89874	207872
2.89908	208896
